LU,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,NUM_FLOORS
R4,N,1299000,3900,120,2.5
R1,Y,468800,1100,129,2
R2,Y,644100,1100,129,2
RC,N,960000,2210,2,3
CD,Y,683000,1556,99,1
CD,Y,718600,1396,99,1
CD,Y,765100,1533,99,1
CD,Y,691500,1193,119,1
CD,Y,711600,1288,119,1
CD,Y,745400,1389,119,1
CD,N,403100,745,139,1
CD,N,468200,745,139,1
CD,Y,455600,735,139,1
CD,Y,795800,1505,109,2
CD,Y,756400,1830,13,2
CD,N,443400,787,109,1
R1,Y,732100,2050,134,3
CD,N,268600,352,120,1
CD,N,418700,608,120,1
CD,N,428500,629,120,1
CD,Y,446200,655,120,1
R1,Y,743300,2061,134,2
CD,N,563900,980,129,1
CD,Y,895400,1692,129,2
CD,Y,754000,1396,139,2
CD,Y,865600,1776,139,2
R1,Y,1303300,1850,139,2
R1,Y,1594200,2213,144,2.5
R1,Y,1535600,2440,175,2.5
R1,Y,1309200,2427,149,2
R1,Y,1663700,1821,149,2
R1,Y,946900,1596,149,2
CD,Y,397000,863,119,1
CD,N,622900,982,119,1
CD,Y,625900,1043,119,1
CD,Y,703300,1037,119,1
CD,Y,379500,720,119,1
CD,N,557300,935,119,1
CD,Y,553000,990,119,1
CD,N,685230,1070,119,1
R4,N,1365000,2560,119,3
R1,Y,870400,884,177,3
R1,Y,1031100,927,169,2.5
R1,N,1038600,900,169,2.5
C,N,542000,1872,89,1
CD,Y,497100,850,149,2
CD,Y,535300,1014,149,2
CD,Y,358600,625,144,1
CD,Y,388100,700,144,1
CD,Y,333600,535,144,1
R1,Y,960500,1393,166,2
R1,Y,1021400,1378,166,2.5
CD,Y,608100,830,129,1
CD,Y,628600,860,129,1
CD,Y,663800,950,129,1
R3,N,1166300,2625,134,3
R3,N,1068100,2773,134,3
CD,Y,1236600,2614,194,4
CD,Y,1212600,2522,194,4
CD,N,546500,1084,139,2
CD,Y,358600,504,139,1
CD,N,397100,569,139,1
CD,Y,516800,670,109,1
CD,N,887400,1270,109,2
R1,Y,894800,770,139,2
R1,Y,623300,725,176,1.5
R1,Y,781900,800,209,1.5
R1,N,803200,800,209,1.5
R1,Y,763300,937,209,1.5
CD,N,599900,1022,114,2
CD,N,497900,730,114,1
CD,N,629500,967,114,1
R1,Y,856600,1080,129,2
R1,Y,1071600,1130,129,2
R2,Y,1096900,1188,114,3
CD,Y,590500,1072,134,2
CD,Y,786500,1322,134,2
R2,Y,1014200,1137,20,3
R1,Y,1280000,1137,134,3
CD,Y,606400,1153,159,2
CD,Y,752500,1349,159,2
R2,Y,987800,1137,134,3
R2,Y,883700,1162,134,3
R2,Y,1329300,1416,134,3
R2,Y,1274600,1525,139,3
CD,N,654300,1130,139,2
CD,Y,837400,1402,139,2
CD,Y,552400,1053,139,2
CD,Y,695900,1547,139,2
CD,N,561800,1230,141,1
CD,Y,598600,1145,141,1
CD,Y,438800,789,141,1
R2,N,737800,1300,189,2
R1,Y,547400,1280,24,2.5
R1,Y,536200,1166,24,2.5
R1,Y,1181600,1075,154,3
R1,N,1303500,1095,154,3
R1,Y,1305300,1024,154,3
R1,Y,1543400,1024,154,3
R1,N,1187000,1081,154,3
R1,Y,1285300,1069,154,3
R1,Y,1453100,975,154,3
R1,N,1121800,990,154,3
R1,Y,1304000,983,154,3
R1,Y,970700,1109,154,3
R1,Y,1054700,854,26,3
R1,Y,997000,658,26,3
R1,Y,757200,850,149,2.5
R1,Y,940900,1414,144,2.5
R1,Y,792500,925,180,2
R1,Y,2049030,1311,169,3
CD,N,418900,925,144,1
CD,Y,1066600,1750,144,2
R3,N,1358200,1252,169,4
R2,N,1215500,1330,179,3
R2,Y,1306900,1356,139,3
R1,Y,1676500,1078,180,3
R1,Y,1425300,1090,180,3
R1,Y,1588400,1106,169,3
R1,Y,1574600,1109,169,3
R1,Y,2158100,1347,159,4
R1,Y,2099700,1500,159,4
CD,Y,747300,1125,119,2
CD,Y,482900,751,119,1
CD,Y,506300,760,119,1
CD,Y,568400,879,119,1
CD,Y,730400,1310,129,2
CD,Y,462800,800,129,1
CD,Y,551900,822,129,1
CD,N,573100,983,129,1
R1,Y,2099300,1500,159,4
R4,Y,1354500,1500,119,4
CD,N,488300,1529,32,1
CD,N,566100,1045,139,1
CD,N,583300,1056,139,1
CD,N,709200,1089,139,1
CD,Y,521000,1002,139,2
CD,Y,549600,930,139,1
CD,Y,512300,900,139,1
R1,Y,1330600,1240,6,3
R1,Y,1124400,1000,149,3
CD,N,378300,660,159,1
CD,Y,395200,677,159,1
CD,N,481900,865,159,1
CD,N,476800,872,159,1
CD,N,599500,903,111,1
CD,Y,814700,1289,111,1
CD,Y,684300,1060,111,1
CD,Y,800200,1139,111,1
CD,Y,612500,882,111,1
CD,Y,559200,749,111,1
CD,N,751400,1075,111,1
CD,Y,640100,950,111,1
CD,N,563000,1068,111,1
CD,Y,588800,889,111,1
CD,N,837700,1286,111,1
CD,Y,553800,898,111,1
CD,N,842100,1274,111,1
CD,N,612400,1047,111,1
CD,Y,805500,1146,111,1
CD,Y,796400,1151,111,1
CD,Y,788100,1140,111,1
CD,N,1030900,1427,111,1
CD,N,650600,976,111,1
CD,N,616400,1064,111,1
CD,N,592700,885,111,1
CD,Y,878300,1286,111,1
CD,Y,553000,896,111,1
CD,Y,858100,1254,111,1
CD,Y,661000,1063,111,1
CD,Y,892400,1136,111,1
CD,Y,813300,1100,111,1
CD,Y,746800,1085,111,1
CD,Y,1136000,1398,111,1
CD,N,624700,968,111,1
CD,Y,656100,1053,111,1
CD,N,592300,884,114,1
CD,Y,876100,1283,111,1
CD,N,596900,896,111,1
CD,Y,844000,1254,111,1
CD,Y,674500,1063,111,1
CD,Y,837600,1136,111,1
CD,N,849600,1100,111,1
CD,N,837100,1085,114,1
CD,N,1140200,1403,111,1
CD,Y,647400,968,111,1
CD,Y,656100,1053,111,1
CD,N,566300,884,111,1
CD,Y,1382000,1847,111,2
R1,Y,1896200,1116,164,3
R1,Y,1941700,1096,164,3
R4,Y,1795000,2714,119,3
R3,N,1368400,1806,120,3
CD,Y,1304800,1923,3,2
CD,Y,1651600,1973,3,1
CD,Y,1027100,1895,120,2
CD,Y,807500,1066,120,1
CD,N,1471400,1553,120,2
R3,Y,1350000,1790,129,3
R3,N,1213000,1557,129,3
R4,N,2027000,1269,119,4
R3,N,1126000,986,159,3
R3,N,1166800,1100,159,3
R2,N,1234900,978,120,3
CD,Y,592500,890,129,2
CD,N,514400,625,129,1
CD,N,576400,755,129,1
CD,Y,510500,645,129,1
CD,Y,483500,740,129,1
CD,Y,545800,725,129,1
R3,N,941400,1023,129,3
R2,Y,906800,1082,92,2
E,N,10235000,165453,117,1
E,N,10235000,165453,120,22
R1,Y,1015900,1350,154,2
R1,Y,920900,1400,186,3
CD,Y,1029500,1577,144,2
CD,Y,743700,1002,144,1
CD,Y,771800,1088,144,1
R1,Y,932200,1600,144,3
R1,Y,1226200,900,144,3
CD,Y,826400,1185,144,2
CD,Y,607000,710,144,1
CD,Y,666600,770,144,1
R1,Y,1122300,1197,149,2.5
R1,Y,942800,1479,189,2
R2,N,1544400,3900,174,2
R3,N,1219100,2156,134,3
CD,Y,341600,676,154,1
CD,Y,465200,676,154,1
CD,Y,365400,687,154,1
R3,Y,1113000,1369,159,3
R3,N,1051840,1408,159,3
CD,N,564200,1534,44,2
CD,Y,666600,1138,44,1
CD,Y,675165,1310,44,1
CD,Y,884200,1642,159,2
CD,Y,722900,1109,159,1
CD,Y,785800,1170,159,1
CD,Y,723800,1104,144,1
CD,N,650000,1104,144,1
CD,Y,726800,1201,144,1
R2,Y,1630700,2863,189,3
R1,Y,976300,958,193,2
R2,Y,1060900,3863,159,2
CD,N,399700,702,139,1
CD,Y,381200,758,139,1
CD,N,475000,772,139,1
CD,Y,558100,1026,139,1
CD,Y,549800,1017,129,1
CD,N,558100,1026,139,1
CD,Y,531500,765,154,1
CD,Y,606900,760,154,1
CD,Y,658700,860,154,1
CD,Y,441500,1025,154,2
CD,Y,441200,785,154,1
CD,Y,486900,850,154,1
R2,N,1074600,811,154,2
R1,Y,992700,822,154,2
R1,Y,916500,1136,179,2
R1,Y,1114000,1205,179,2.5
CD,N,405200,608,144,1
CD,N,428500,670,144,1
CD,N,441000,674,144,1
R3,N,848800,1069,154,3
R1,Y,1012700,1003,179,2
R1,Y,940000,936,119,2
R2,Y,1085000,936,149,3
RC,N,909000,635,120,3
R3,Y,1334300,1440,159,3
CD,N,673700,1117,144,2
CD,Y,893200,1202,144,2
CD,Y,707000,1270,33,2
CD,N,743000,1170,33,2
R1,Y,975300,920,162,3
R2,Y,1372400,1554,159,3
R1,Y,1477700,1618,159,3
R2,Y,1114600,1590,159,3
R3,Y,1519800,1608,145,3
CD,N,820000,1587,144,3
CD,Y,2184420,3356,144,4
CD,N,555700,885,154,2
CD,Y,1574790,1949,154,3
R3,N,1100932,1800,159,4
R4,N,1987000,2300,120,4
E,N,4367000,4479,120,3
R1,Y,3242500,2429,125,3
R3,Y,1341900,2074,159,3
CD,Y,1371000,1979,4,2
CD,Y,686300,1087,4,1
CD,Y,1445400,1812,4,3
CD,Y,544600,928,119,1
CD,Y,757900,1180,119,1
CD,Y,886000,1280,119,1
CD,N,637400,856,119,1
CD,Y,751600,980,119,1
CD,Y,1042200,1800,131,2
CD,N,763200,1250,131,1
CD,N,699800,910,131,1
CD,Y,595300,990,131,1
R1,Y,1216800,1300,162,3
R1,Y,1979600,1468,159,3
R3,Y,945700,1300,159,3
R1,N,1411300,1393,134,3
R1,Y,1427800,800,159,3
R1,Y,1571500,1005,159,3
R2,Y,1400300,1807,159,3
R2,Y,1024400,1350,159,3
R1,Y,1543200,1657,159,3
R1,Y,1413800,1190,159,3
CD,Y,634800,1319,159,2
CD,Y,1128800,1458,159,2
R3,N,1177400,1144,159,3
R1,Y,1308500,956,159,3
CD,Y,512100,972,119,1
CD,N,540400,700,119,1
CD,Y,750700,968,119,1
CD,Y,754200,1176,119,1
R1,Y,1181600,1000,120,3
CD,N,329300,610,144,2
CD,Y,1094100,1790,144,3
R2,Y,1147600,2281,145,3
R1,Y,896800,2120,211,3
CD,N,1059100,1525,19,2
CD,N,590200,910,19,2
R1,Y,698300,1411,179,2
CD,N,351800,650,129,1
CD,N,349300,700,129,1
CD,Y,365400,700,129,1
CD,Y,409300,650,129,1
CD,N,365900,700,129,1
CD,N,387700,700,129,1
R2,N,1004300,1040,169,3
R3,Y,927400,1040,169,3
CD,Y,490500,1215,169,2
CD,N,437600,600,169,1
CD,Y,483500,695,169,1
R1,Y,1155000,1000,180,3
R1,Y,935100,840,180,2
R1,Y,709000,840,174,3
R1,Y,705100,840,174,3
R1,Y,848200,1950,179,2
R3,Y,1231100,2315,106,3
R3,N,1203300,2036,106,3
R3,N,965000,2100,154,3
R1,Y,1364100,1386,12,3
R1,Y,962900,1294,207,2
R3,Y,868900,1700,159,2
CD,Y,828400,1285,159,1
CD,Y,752600,1145,159,1
CD,Y,784400,1155,159,1
R3,N,1684800,1500,179,3
CD,Y,2044035,3180,179,4
CD,Y,1462900,2038,179,4
R1,Y,1707900,1550,129,3
R1,Y,1634700,1574,149,3
R1,Y,1220900,1632,134,2
R1,N,1186000,871,129,3
CD,Y,499700,858,159,2
CD,Y,630600,882,159,2
R1,Y,815900,1800,209,2
CD,Y,694800,1160,120,2
CD,Y,769500,1235,120,2
CD,Y,716700,1160,120,2
CD,N,780100,1235,120,2
R2,Y,1092800,1060,152,3
R2,N,1056500,940,152,3
CD,Y,557900,1139,144,2
CD,N,393100,568,144,1
CD,N,438100,583,144,1
R1,Y,1417100,940,144,3
R1,Y,1213900,940,152,3
CD,Y,572000,1012,134,2
CD,N,715400,1024,134,2
R2,Y,930000,918,152,3
CD,Y,550200,820,149,2
CD,Y,728300,980,149,2
CD,Y,499400,825,149,2
CD,Y,693600,995,149,2
R1,Y,1048400,2134,69,2
CD,N,710400,1070,51,2
CD,Y,813900,1060,51,3
R1,Y,1081800,1183,149,2.5
R1,N,667200,1062,149,2.5
R1,N,696700,1503,3,3
CD,N,463100,880,139,1
CD,Y,516600,885,139,1
CD,Y,629000,1001,139,1
CD,Y,640700,960,139,1
CD,Y,562800,762,139,1
R2,N,1442400,1390,159,3
R1,Y,1676400,1099,156,3
R1,Y,1154700,1040,159,3
R1,Y,1964700,1000,166,3
R1,Y,1903600,859,159,3
R1,Y,1403900,814,144,3
R2,N,1284400,864,166,3
R1,Y,1614500,840,166,3
R1,Y,2009700,1265,163,3
R1,Y,1516700,900,159,3
R1,Y,1371118,1109,159,3
R1,Y,1284300,1109,159,3
R2,N,1114700,1040,159,3
R1,Y,1138600,1114,159,3
R1,Y,1661000,1115,159,3
R1,Y,1585800,1116,148,3
R2,Y,1370100,1475,159,3
R2,Y,1761200,1485,159,4
R1,Y,1967300,1080,159,3
R1,Y,1794200,1080,139,3
CD,Y,1086300,1538,119,1
CD,Y,1129500,1565,119,2
CD,Y,733950,1565,119,1
R3,Y,1233000,1962,116,3
R3,N,1195700,1604,159,3
CD,N,375800,511,120,1
CD,Y,753100,895,120,1
CD,N,734600,907,120,1
CD,N,724500,908,120,1
CD,Y,875200,1038,120,1
CD,Y,437000,1030,120,2
CD,N,351500,690,120,1
CD,N,266000,760,120,1
CD,N,266000,714,120,1
CD,Y,768100,1333,154,1
CD,N,702400,1017,154,1
CD,Y,676600,978,154,1
CD,Y,1151500,1603,154,1
CD,N,361300,490,154,1
CD,Y,794000,1088,154,1
CD,Y,449200,972,154,1
CD,Y,748500,1115,154,1
CD,N,805000,1080,154,1
R1,Y,833400,778,197,3
R1,Y,949600,1210,144,2.5
R3,Y,1245900,995,139,3
R2,Y,1766000,1775,143,3
R2,Y,2377100,1916,159,3
CD,Y,495000,650,164,1
CD,N,526800,650,164,1
CD,N,510000,650,164,1
CD,Y,920900,1593,164,2
CD,Y,711300,1055,164,1
CD,Y,1186500,1658,164,2
R1,Y,1175200,2602,199,2
E,N,1766700,7992,120,2
R1,Y,2203900,2220,139,3
CD,Y,870600,1710,119,2
CD,Y,628500,1208,119,1
CD,Y,783000,1298,119,1
R1,Y,2202400,1658,159,3
R1,Y,2066700,1608,140,3
R1,N,1540500,1555,159,3
R1,Y,1655700,1549,159,3
E,N,4254200,3000,120,3
R1,Y,1570800,1385,154,3
R1,Y,1267400,1440,154,3
E,N,5263400,14732,120,3
R2,Y,1017500,1000,169,3
R1,Y,993900,1600,159,2.5
R1,Y,727600,1167,159,2
R3,N,1005600,1417,159,3
CD,Y,866000,1467,144,2
CD,Y,805000,1374,144,2
R3,Y,1188500,1615,159,3
R1,Y,1054700,1222,159,2
CD,Y,496900,775,189,1
CD,N,819300,1348,169,2
R2,N,1026700,1436,159,2
CD,N,675400,1079,18,2
CD,Y,554600,678,18,1
CD,N,411000,518,18,1
R2,Y,1147200,1770,159,3
CD,Y,1020915,1677,159,2
CD,Y,720800,948,159,1
CD,N,560200,685,159,1
R2,N,1108100,1730,165,2
R1,Y,879700,1800,132,2
R1,Y,1461600,1200,154,3
R1,N,649480,750,267,2.5
R1,N,650195,765,267,2.5
CD,N,528800,704,120,1
CD,N,536300,675,120,1
CD,Y,540900,731,120,1
CD,N,534700,717,120,1
CD,Y,1371480,2182,120,1
R1,Y,1381800,1059,209,3
R1,Y,1472800,1588,129,3
CD,Y,1050100,1821,139,2
CD,N,829400,1381,139,1
EA,N,7479079,25251,119,7
EA,N,2039921,6886,119,3
CD,N,872200,1375,119,2
CD,Y,918015,1294,119,2
CD,Y,799500,1089,119,2
R3,N,1142100,1581,169,3
CD,Y,1121900,1734,169,2
CD,Y,819500,1188,169,1
CD,Y,808300,1269,169,1
R3,N,1667600,1960,154,3
CD,Y,745800,1239,19,2
CD,Y,723200,883,18,1
CD,Y,732600,903,18,1
R1,Y,1881400,1475,159,4
R1,Y,2205300,1647,159,3.5
R1,Y,2395800,1669,159,4
R3,Y,1599800,1683,169,4
CD,N,600800,950,164,1
CD,N,522400,760,164,1
CD,N,869600,1331,164,2
R4,Y,1803500,1998,120,4
R2,Y,2665200,1865,120,4
CD,Y,1235200,1867,144,2
CD,Y,1913310,2545,144,3
R1,N,1749400,2136,174,3
CD,Y,1526500,2558,164,3
CD,Y,1195200,1615,164,2
R3,Y,1578800,1753,164,4
CD,Y,508500,2788,172,3
CD,N,351500,688,172,1
CD,N,351500,706,172,1
R1,Y,2596200,1056,162,4
R1,Y,1729400,900,162,4
CD,Y,1094200,2072,119,2
CD,Y,1294900,2102,119,2
R3,N,1692600,2240,164,2.5
R1,Y,1465600,1392,164,2.5
R1,Y,1378000,1448,164,2
R1,Y,1799500,1848,164,2
R1,Y,1305800,1316,164,3.5
CD,Y,782200,1366,164,2
CD,N,573600,884,164,1
CD,Y,964317,1390,164,1
R1,Y,1630100,1608,140,2.5
R1,Y,1532800,1826,164,2.5
R1,Y,1481500,1700,164,2.5
CD,Y,2446400,2415,120,2
CD,Y,2292000,2123,120,1
CD,Y,2039400,2123,120,1
CD,Y,2353000,2123,120,1
CD,Y,621100,946,169,1
CD,Y,646800,986,169,1
CD,Y,749100,1093,169,1
CD,Y,624300,1051,169,1
CD,Y,553100,655,169,1
CD,Y,661500,960,169,1
CD,N,1674500,1780,169,2
CD,N,647100,1020,169,3
CD,Y,905200,1178,169,1
CD,Y,938400,1200,169,1
CD,Y,942400,1250,169,1
CD,Y,2145045,2752,119,2
CD,Y,2959530,4452,119,3
CD,N,725200,1000,119,1
CD,Y,866500,1228,119,2
CD,Y,616100,1230,119,1
CD,N,825400,1264,119,1
CD,N,935000,1390,119,1
CD,N,1878120,2481,119,2
R3,Y,3292600,3138,120,3.5
CD,N,489000,820,120,1
CD,Y,551600,850,120,1
CD,N,568000,850,120,1
CD,Y,551600,850,120,1
CD,Y,468000,550,120,1
CD,N,745900,955,120,1
CD,Y,660300,955,120,1
CD,Y,662800,955,120,1
R1,Y,1284700,1000,179,2.5
R1,Y,897700,1830,159,2
CD,N,715900,1044,129,1
CD,Y,713700,1100,129,1
CD,Y,767400,1168,129,1
R1,Y,1540500,2925,159,3
R3,Y,1326700,2870,164,2
R2,Y,1658100,2600,164,2
CD,Y,1582400,2151,144,2
CD,Y,746600,991,144,1
CD,Y,1358600,1640,144,2
R3,Y,2168900,3108,120,3
CD,N,547500,1051,120,1
CD,N,897600,1300,120,1
CD,Y,1114700,1422,120,1
CD,Y,562800,706,120,1
CD,Y,1201900,1746,144,2
CD,N,599800,909,144,1
CD,N,564000,754,144,1
CD,Y,925000,1708,164,2
CD,Y,625500,928,164,1
CD,Y,463600,858,164,1
CD,N,711900,1280,164,2
CD,Y,498100,780,164,1
CD,N,523200,855,164,1
CD,Y,1095600,1830,154,3
CD,Y,397200,685,154,1
CD,N,379000,660,154,1
CD,Y,1179200,1795,109,2
CD,Y,1628760,2348,109,2
CD,Y,600000,1113,30,1
CD,Y,622900,1130,30,2
CD,Y,582800,1050,30,2
CD,N,625600,1160,30,2
CD,Y,693900,1080,30,2
CD,Y,686300,1057,30,2
CD,N,711400,1109,30,2
CD,Y,721800,1057,30,2
CD,N,722800,1128,30,2
CD,Y,759300,1084,30,2
CD,Y,643700,1186,30,1
CD,Y,576800,1027,30,1
CD,Y,650000,1123,30,1
CD,N,690300,1160,30,1
CD,Y,1008900,1566,30,2
CD,Y,1022000,1583,30,2
CD,Y,1013500,1572,30,2
CD,Y,1065000,1577,30,2
CD,Y,1013500,1572,30,2
CD,Y,1056200,1604,30,2
CD,Y,688200,1196,30,1
CD,N,713300,1032,30,1
CD,N,620400,1126,30,1
CD,N,635700,1155,30,1
R1,N,2293800,1750,159,3
R3,N,1428300,1659,159,3
R1,N,1344500,1659,159,3
R2,Y,2071396,1720,159,3
R3,N,1182100,1894,154,3
R2,N,1853200,2136,154,3
R2,N,1463200,2000,180,2.5
CD,Y,685400,963,144,1
CD,Y,1162100,1707,144,2
R1,Y,824700,1834,154,2
R1,Y,814400,1416,184,2
R1,Y,937100,1169,184,2
R1,Y,1284000,1192,184,2
R3,N,1305100,1144,184,3.5
R1,Y,1940400,1337,184,3.5
CD,N,1028415,2032,144,2
CD,Y,755200,1108,144,1
CD,N,755200,1108,144,1
R2,N,1291400,1456,164,2.5
R1,Y,1683500,2040,164,2.5
R2,Y,1598100,1932,109,3
CD,Y,689900,1317,119,2
CD,Y,695200,876,18,1
CD,N,601300,882,119,1
R1,Y,1743100,1200,164,3
CD,Y,1015900,1735,144,2
CD,Y,1243890,2480,144,4
R2,Y,1415600,1943,164,3
R3,N,2069332,1944,164,3.5
CD,Y,516500,982,119,1
CD,Y,594600,1059,119,1
CD,Y,803000,1059,119,1
CD,Y,1006100,1470,119,2
CD,Y,735600,1020,119,1
CD,Y,776930,1120,119,1
R3,Y,1114000,1723,114,3
CD,Y,1212400,1717,119,2
CD,Y,698600,1020,119,1
CD,Y,695300,1020,119,1
R2,Y,1207900,1638,164,3
CD,Y,878300,1725,144,2
CD,Y,1165300,1715,144,2
CD,Y,666655,1063,2,2
CD,Y,727888,1052,2,1
R2,Y,1357300,1685,164,3
R1,Y,1689800,1597,164,3
R4,Y,1691500,3846,120,3
R1,Y,1053700,2931,184,2
R1,Y,1551600,1650,205,2
R1,Y,1612100,1650,139,2.5
R1,Y,909600,1138,184,3
R1,N,1067700,1144,184,3
R1,Y,1500400,2780,144,2
R1,Y,934600,1044,119,2
R1,Y,913000,1320,119,2
R2,Y,1827900,5264,179,2
R1,Y,1254400,555,20,2.5
R1,Y,1108900,393,20,2.5
R1,Y,1008500,1420,139,3
R1,Y,783700,1200,209,2
R1,Y,1758500,3655,219,2
R1,Y,1133800,2390,169,3
R1,Y,1526900,1209,26,2.5
R1,Y,1653700,1233,26,2.5
RC,N,584500,895,99,2.5
R2,Y,1645000,1157,151,3
R1,N,902100,688,23,2
R2,Y,1089400,1000,159,3
CD,Y,838530,1227,144,1
CD,Y,828975,1213,144,1
CD,Y,878000,1339,144,1
CD,Y,982900,1550,159,2
CD,Y,567300,805,159,1
CD,Y,488400,695,159,1
R2,Y,1199200,1500,159,2
R1,Y,1315200,1348,159,2
R2,Y,1075400,1500,149,2
CD,Y,515400,1391,13,4
CD,Y,515400,1420,13,4
CD,Y,515400,1391,13,4
CD,Y,515400,1233,13,3
CD,Y,515400,1357,13,3
CD,Y,515400,1373,13,3
R1,Y,2150500,7831,179,3
R3,Y,1231388,5332,36,2
CD,Y,406600,571,119,1
CD,Y,406900,658,119,1
CD,Y,431500,658,119,1
CD,N,332000,560,119,1
CD,Y,503280,827,119,1
CD,Y,561100,842,119,1
CD,Y,577900,1170,120,2
CD,Y,963600,1765,120,2
CD,Y,467700,760,120,1
CD,Y,508400,925,120,1
CD,Y,564300,760,120,1
CD,N,605000,925,120,1
CD,N,298100,401,144,1
CD,N,312500,415,144,1
CD,Y,547300,892,144,2
R1,Y,1265500,1080,159,2.5
R2,Y,1694000,1500,139,3
R2,Y,1391500,1233,139,2
R1,Y,1523900,1515,159,3
R3,Y,1519200,1112,159,3.5
R1,Y,1445600,1118,159,3
CD,N,923800,1537,144,2
CD,N,692100,1168,144,2
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,1
E,N,65565600,968643,107,2.5
E,N,65565600,968643,104,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,65565600,968643,119,2.5
E,N,16452500,62985,120,3.5
CD,N,547000,770,30,1
CD,N,631600,975,30,1
CD,Y,614800,924,30,1
CD,N,821400,1210,30,1
CD,Y,613100,762,30,1
CD,Y,602700,707,30,1
CD,N,991800,1291,30,1
CD,N,762900,1034,30,1
CD,Y,737500,976,30,1
CD,Y,573800,841,30,1
CD,N,650500,997,30,1
CD,N,644700,980,30,1
CD,Y,885700,1192,30,1
CD,N,725300,905,30,1
CD,Y,1096600,1558,30,1
CD,Y,648100,856,30,1
CD,N,605800,714,30,1
CD,N,1040500,1334,30,1
CD,N,822000,1039,30,1
CD,Y,753800,987,30,1
CD,Y,1295500,1839,30,1
CD,Y,1258600,1800,30,1
CD,N,653900,1007,30,1
CD,Y,698500,971,30,1
CD,Y,918200,1362,30,1
CD,Y,686500,1071,30,1
CD,Y,1274900,1739,30,1
CD,Y,755900,1170,30,1
CD,Y,1242400,1651,30,1
CD,Y,728700,1132,30,1
CD,Y,1292400,1692,30,1
CD,Y,630700,1164,30,1
CD,Y,1264800,1725,30,1
CD,Y,757400,1156,30,1
CD,N,1187100,1722,30,1
CD,Y,840100,1149,30,1
CD,N,728000,1131,30,1
CD,Y,1144000,1831,30,1
CD,Y,1078500,1364,30,1
CD,N,611400,1011,30,1
CD,Y,754700,989,30,1
CD,Y,1371500,1861,30,1
CD,Y,1487900,1735,30,1
CD,N,648400,991,30,1
CD,N,634800,951,30,1
CD,Y,882100,1365,30,1
CD,N,697200,1088,30,1
CD,Y,979100,1678,30,1
CD,Y,735800,1161,30,1
CD,Y,1149200,1628,30,1
CD,N,738700,1146,30,1
CD,Y,1092700,1667,30,1
CD,Y,838500,1206,30,1
CD,N,1238300,1713,30,1
CD,N,598300,1162,30,1
CD,Y,1229300,1767,30,1
CD,Y,745100,1155,30,1
CD,N,730800,1135,30,1
CD,Y,1566000,1854,30,1
CD,Y,1116100,1357,30,1
CD,N,766400,1015,30,1
CD,Y,756500,993,30,1
CD,Y,1364100,1842,30,1
CD,Y,1262800,1759,30,1
CD,Y,653500,1006,30,1
CD,Y,644700,980,30,1
CD,Y,952100,1371,30,1
CD,Y,693100,1126,30,1
CD,Y,1312700,1714,30,1
CD,Y,655000,1156,30,1
CD,Y,1250000,1644,30,1
CD,N,737300,1144,30,1
CD,N,1160900,1690,30,1
CD,Y,742200,1170,30,1
CD,Y,1025400,1720,30,1
CD,Y,738000,1145,30,1
CD,Y,1035200,1720,30,1
CD,Y,741500,1150,30,1
CD,Y,742900,1120,30,1
CD,Y,1537700,1839,30,1
CD,N,1118500,1360,30,1
CD,Y,766400,1015,30,1
CD,Y,775445,1000,30,1
CD,Y,1691563,1850,30,1
CD,Y,1208700,1731,30,1
CD,Y,652200,1002,30,1
CD,Y,649800,995,30,1
CD,N,994600,1370,30,1
CD,N,593400,1103,30,1
CD,N,1171600,1702,30,1
CD,Y,803110,1134,30,1
CD,Y,1169400,1638,30,1
CD,N,718700,1118,30,1
CD,N,941000,1692,30,1
CD,N,736500,1135,30,1
CD,Y,1209800,1745,30,1
CD,N,716500,1115,30,1
CD,Y,900200,1754,30,1
CD,Y,718700,1118,30,1
CD,Y,708700,1104,30,1
CD,N,1520800,1866,30,1
CD,Y,1114500,1355,30,1
CD,Y,766400,1015,30,1
CD,Y,797700,994,30,1
CD,Y,1354400,1774,30,1
CD,Y,1452100,1703,30,1
CD,N,1274100,1580,30,1
CD,N,1840400,2483,30,2
CD,Y,1404900,2091,30,3
CD,N,1251000,1574,30,1
CD,Y,1544500,2091,13,3
CD,Y,1253900,1445,30,1
CD,Y,1671800,2097,30,3
CD,Y,1124700,1472,30,1
CD,Y,1514500,2082,30,3
CD,Y,1090400,1550,30,1
CD,Y,1510200,2088,30,3
CD,N,1261200,1626,30,1
CD,Y,1460500,2097,30,3
CD,N,1476400,1720,30,1
CD,Y,1636110,2070,30,3
CD,Y,2389600,2432,30,2
CD,Y,1489500,1643,30,1
