LU,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,NUM_FLOORS
RC,N,194000,704,89,3
RC,N,194000,717,89,3
RC,N,918500,4943,89,3
C,N,12375000,35842,120,7
C,N,628500,13162,89,1
R3,N,1035900,3000,99,3
R3,N,894000,2988,99,3
R2,N,578500,3887,119,2
R1,N,247100,1047,129,2
R1,Y,346300,1022,129,2
R1,Y,424300,1053,129,2
R1,Y,311200,1110,129,2
R3,N,618500,1950,114,3
R3,N,629600,2314,114,3
R3,Y,729600,4320,114,3
CD,Y,268000,465,134,1
CD,Y,271100,550,134,1
CD,Y,293900,555,134,1
CD,N,270800,495,114,1
CD,N,266600,562,114,1
CD,Y,290200,568,114,1
CD,N,251900,500,134,1
CD,N,275500,576,134,1
CD,Y,271200,581,134,1
C,N,620500,6147,89,1
R2,N,622800,2911,114,2
R2,Y,564300,2769,84,2.5
R3,Y,804300,2831,114,2
R2,N,630400,2778,109,2
R2,N,471700,2950,109,2
R3,N,951600,2792,114,2.5
R3,Y,760600,2699,114,2
R2,Y,557100,2659,114,2
R3,N,878200,1987,114,3
R1,N,407700,2775,114,2
R1,N,626400,3025,119,2
R3,Y,876800,2123,114,3
R2,N,484300,2122,114,2
R2,Y,558400,2123,114,2
R2,N,487288,2122,1,2
R3,Y,871300,2123,114,3
R1,Y,458600,3036,94,2
A,N,372800,3312,109,3
A,N,337702,3000,109,3
C,N,543000,4233,84,1
R1,Y,438300,2223,119,2
R2,N,462500,1803,119,2
R2,N,442200,1803,119,2
R1,Y,307700,1791,120,2
R2,N,522608,1791,32,2
R2,N,564260,2097,32,2
E,N,2010900,27771,120,1
R1,Y,532000,3852,101,1
CD,Y,366400,974,114,1
CD,Y,419500,974,114,1
CD,Y,326200,974,114,1
R3,Y,862700,3736,114,3
CD,N,372800,1026,109,1
CD,N,377100,1036,109,1
CD,N,392400,1135,109,1
R3,Y,789100,3734,103,3
R1,Y,542500,3228,94,2
R2,Y,538000,3437,99,2
E,N,339837,5000,120,3
E,N,710664,10458,120,3
CD,Y,600800,1630,2,2
CD,Y,565400,1176,2,1
CD,Y,565400,1176,2,1
R4,N,543500,4800,114,3
R3,N,884600,6258,114,3
R4,N,735000,3750,109,3
R3,Y,847100,4831,114,3
R3,N,717600,2194,119,3
R3,N,852000,2400,109,3
R3,N,834300,2640,114,3
R3,N,914500,2640,119,3
R3,Y,730200,2400,119,3
R3,N,918200,2400,120,3
CD,Y,436000,857,119,1
CD,Y,455500,864,119,1
CD,N,493500,1582,119,1
R1,Y,598900,3150,120,2
R2,Y,493500,2550,120,2
R3,N,656100,2925,119,2.5
R1,N,517800,2813,94,1.5
R1,Y,399500,2813,89,1.5
R1,Y,453200,2812,119,2
R1,Y,551200,2812,119,2
E,N,1753700,15884,120,3
R1,Y,417200,2983,119,2
R1,N,527200,4687,119,2
R2,N,511300,2475,114,2
R2,Y,490900,2475,119,2
R1,Y,421700,2550,119,2
R3,Y,635200,2625,119,2.5
R2,Y,540600,2700,119,2.5
E,N,757700,2925,119,2.5
R3,N,839960,2587,119,2.5
R3,N,916700,2813,119,2.5
R3,N,713200,2400,114,3
R3,N,750100,2325,119,3
R3,N,669400,2325,119,3
R3,N,835200,2400,114,3
R3,N,724400,2325,114,3
CD,Y,379500,795,114,1
CD,Y,382000,812,114,1
CD,N,391700,844,114,1
CD,Y,291500,674,99,1
CD,Y,315600,674,99,1
CD,Y,355400,774,99,1
CD,Y,322400,907,99,1
CD,Y,369100,928,99,1
CD,N,373200,1183,99,1
CD,Y,328300,889,99,1
CD,Y,347000,902,99,1
CD,Y,375600,1203,99,1
CD,N,320500,805,99,1
CD,Y,341000,835,99,1
CD,Y,425900,1708,99,1
R1,Y,530100,5775,114,2
R1,Y,609800,5058,99,2
R1,N,619600,6578,119,2
R2,Y,528800,3221,114,2
R1,Y,491700,3151,119,2
R2,N,530900,2875,119,2
R3,N,649900,2675,119,3
R2,Y,468100,2205,119,2
R2,Y,861100,7232,129,3
R1,N,419200,2842,134,2
R1,Y,431100,2270,134,2
R2,N,424200,2265,134,2
R2,N,431900,2255,134,2
CD,Y,382900,709,124,1
CD,Y,391800,804,124,1
CD,Y,656600,1787,2,2
CD,Y,517600,984,2,1
CD,Y,621000,1975,3,2
CD,Y,473600,1020,3,1
CD,Y,706000,1356,3,3
CD,Y,703200,1345,3,3
CD,Y,709400,1369,3,3
CD,Y,469500,926,3,1
CD,Y,480800,1038,3,1
R2,Y,433300,1733,134,2
R1,Y,446900,3600,134,2
R1,N,597600,1800,219,2
R2,N,513900,1800,146,2
R2,N,501600,1800,134,2
R2,Y,310800,2169,134,2
R1,Y,423500,2107,119,2
I,N,11539866,177393,119,4
I,N,11539866,177393,119,4
I,N,11539866,177393,29,3
I,N,11539866,177393,29,3
I,N,11539866,177393,29,4
CD,Y,449400,1389,129,1
CD,N,533400,1969,129,2
RC,N,653500,2897,114,3
R4,N,1093000,2786,109,3.5
R3,Y,701100,2689,114,3
CD,N,335600,724,114,1
CD,Y,390400,800,114,1
CD,N,388700,893,114,1
CD,Y,513600,1209,19,2
CD,Y,450400,930,19,1
R1,N,303100,2263,119,2
E,N,1443900,25070,120,1
E,N,96500,2100,120,1
R4,Y,468000,4156,89,2.5
CD,Y,885200,2440,9,4
CD,Y,818700,2440,9,4
CD,Y,867800,2352,9,4
R4,N,468000,2635,119,2
R2,N,488100,2238,99,2
RC,Y,337600,1083,120,2
RC,N,227200,655,20,1
RC,Y,328500,1051,120,2
RC,Y,337600,1127,120,2
RC,Y,337600,1061,120,2
RC,Y,337600,985,120,2
RC,Y,301700,1206,120,2
RC,Y,301700,884,120,2
RC,Y,301700,1160,120,2
RC,Y,296300,958,120,2
RC,Y,296300,1013,120,2
RC,N,493400,1583,120,2
RC,Y,188600,1420,120,2
RC,Y,206500,1568,120,2
RC,Y,437800,1182,120,2
RC,Y,340500,1200,120,2
RC,N,292300,1124,120,2
RC,Y,280800,1307,120,2
CD,Y,380500,1044,99,1
CD,Y,427400,1238,99,1
CD,Y,391900,1085,99,1
CD,N,486600,1425,99,2
CD,Y,464500,1380,99,1
CD,Y,390000,960,99,1
CD,N,425800,1108,99,1
CD,Y,506100,1168,15,2
CD,Y,506100,1168,15,2
CD,N,446600,816,15,1
CD,Y,534300,1050,15,1
CD,N,450800,830,15,1
CD,Y,300900,500,15,1
CD,Y,367600,620,15,1
CD,Y,372800,649,15,1
CD,Y,374400,649,15,1
CD,Y,440300,800,15,1
CD,N,536200,1057,15,1
CD,Y,453000,836,15,1
CD,Y,327700,500,15,1
CD,Y,313300,519,15,1
CD,Y,440300,821,15,2
CD,Y,440300,821,15,2
CD,Y,491600,949,15,2
CD,Y,581200,1201,15,2
CD,Y,532100,1024,15,1
CD,Y,447700,808,15,1
CD,Y,289100,811,15,1
CD,N,648800,1582,15,2
CD,Y,341600,1024,15,1
CD,Y,397200,808,15,1
CD,Y,448800,811,15,1
CD,Y,433100,769,15,1
CD,Y,572300,1144,15,2
CD,Y,501100,917,15,2
CD,Y,486700,913,15,2
CD,Y,480600,889,15,2
R2,Y,359500,2400,119,2
R3,Y,814400,5258,119,2
R2,N,607600,5312,119,2
R1,Y,360300,2139,109,2
R3,Y,693700,1631,124,3
R1,Y,335300,2125,114,2
R1,N,456100,2288,119,2
CD,Y,427400,1112,119,2
CD,Y,465400,1113,119,2
R2,N,450400,4300,119,2
R2,N,479100,4275,119,2
CD,Y,511200,1065,119,2
CD,Y,489700,1065,119,2
RC,N,194000,4074,79,1
C,N,418500,7490,89,2
C,N,579000,22424,37,2
CD,Y,449700,1743,109,4
CD,Y,452400,1773,109,4
R3,Y,768300,2750,114,3
R2,Y,496900,4450,119,2
R1,Y,407500,2816,119,2
R2,Y,658600,6395,114,2
R2,N,613500,4258,114,2.5
C,N,369500,14669,89,1
I,N,177000,6041,119,1
CD,Y,547200,1026,8,1
CD,Y,541900,1000,8,1
CD,Y,228300,754,8,1
CD,Y,448500,800,8,1
CD,Y,556500,1048,8,1
CD,Y,547600,1018,8,1
CD,Y,734900,1604,8,2
CD,Y,720900,1578,8,2
CD,Y,414000,710,8,1
CD,Y,448500,800,8,1
CD,Y,554100,1048,8,1
CD,Y,329700,1018,8,1
CD,Y,866800,1686,8,1
I,N,138200,2602,89,1
C,N,822500,35272,30,2
CD,Y,999000,3141,17,4
CD,N,881100,2643,17,4
CD,N,716700,2126,17,4
CD,Y,746600,2094,17,4
CD,Y,728400,2016,17,4
CD,Y,670700,1755,17,4
CD,Y,650000,1654,17,4
CD,Y,656300,1685,17,4
CD,Y,496800,995,17,3
CD,Y,476100,1172,19,2
CD,Y,443500,1058,19,2
CD,Y,443300,1057,19,2
CD,N,469100,1140,19,2
CD,Y,669300,1794,19,2
CD,Y,687000,1904,19,2
CD,N,662600,1822,19,2
CD,Y,661400,1734,19,2
CD,Y,492500,1218,19,2
CD,Y,230200,1094,19,2
CD,Y,447600,1075,19,2
CD,Y,308500,1114,19,2
CD,Y,667000,1784,19,2
CD,N,704000,1996,19,2
CD,Y,692000,1947,19,2
CD,N,660800,1756,19,2
CD,Y,206200,793,18,2
CD,Y,523100,1410,18,2
CD,Y,633800,1907,18,2
CD,Y,440200,1420,18,2
CD,Y,368100,1644,18,2
CD,Y,578900,1387,18,2
CD,Y,683500,1765,18,3
E,N,592900,5713,99,1
R3,Y,353800,4218,114,3
R3,Y,865200,3435,114,3
R4,Y,687000,5725,89,2
R1,Y,643100,3000,15,2
CD,Y,410500,798,114,1
CD,N,404700,815,114,1
CD,Y,402600,815,114,1
E,N,3676745,58894,120,1
R1,Y,489900,5288,119,1.5
R1,Y,628800,6592,114,1.5
R3,Y,946300,10800,114,3
R1,Y,672700,12830,114,2
CD,Y,416100,1965,114,3
CD,Y,423800,1896,114,3
E,N,732700,5169,119,2
C,N,1583000,12630,18,2
C,N,724500,8518,31,1
E,N,7151800,32174,29,2
R3,N,1131846,7314,119,1.5
R3,N,1131846,7314,119,3
R1,N,550300,7400,119,1.5
CD,Y,466400,958,114,1
CD,Y,489100,1028,114,1
CD,Y,492900,1044,114,1
R3,N,967701,2122,114,2
R1,N,409600,1273,99,2
R3,N,617200,2482,109,3
R2,Y,564200,4838,114,2
CD,Y,418300,1098,109,1
CD,Y,362100,1042,109,1
CD,Y,362100,2248,109,1
R2,Y,519800,4821,109,2.5
R2,Y,608500,4736,114,2.5
RC,N,1312000,15654,89,3
R1,N,444200,3401,119,1.5
C,N,293500,2727,89,3
I,N,159500,5826,39,1
I,N,197000,3744,119,2
C,N,457000,5885,119,3
C,N,306000,9820,119,1
CD,N,286900,720,109,1
CD,N,303500,770,109,1
CD,N,303500,770,109,1
R2,Y,618500,4610,114,2
R1,Y,532100,4622,114,2
R1,Y,504100,5872,119,1.5
R3,Y,961000,5810,114,3
CD,N,661000,1463,4,3
CD,Y,661000,1463,4,3
CD,Y,556400,1147,4,1
CD,Y,554300,1121,4,2
CD,Y,554000,1120,4,2
CD,Y,572400,1147,4,1
CD,Y,580200,1121,4,2
CD,Y,554000,1120,4,2
R1,Y,484600,2838,119,2.5
R1,N,486300,2757,119,2.5
CD,Y,628500,1553,129,2
CD,Y,563200,1093,129,1
CD,Y,619600,1286,129,1
R2,Y,613300,2674,119,2.5
R2,Y,557000,2915,114,2
R3,Y,847900,3325,114,3
R3,Y,830300,3465,119,3
R3,Y,909100,3710,114,3
A,N,1624125,7999,99,3
R1,N,415900,3004,119,2
CD,Y,524100,1186,119,1
CD,Y,804800,2405,119,2
R3,N,789000,3640,119,2
R3,N,1068400,5122,119,3
A,N,144232,1280,129,3
CD,Y,502300,1730,20,3
CD,Y,494000,1730,20,3
CD,Y,542300,1730,20,3
CD,Y,502300,1730,20,3
CD,N,494200,1730,20,3
CD,Y,486300,1730,20,3
CD,N,502300,1730,20,3
CD,Y,508700,1730,20,3
R3,N,765200,2654,114,3
R3,N,817900,4000,114,3
R3,Y,738500,3200,114,3
R3,N,838200,3200,109,3
CD,N,749300,1768,119,2
CD,Y,638900,1177,119,1
CD,N,417356,1048,119,1
CD,Y,473800,995,114,1
CD,Y,473100,1092,114,1
CD,Y,440600,1143,114,1
CD,Y,395400,839,120,1
CD,N,419400,867,120,1
CD,Y,417900,862,120,1
CD,N,323900,841,120,1
CD,N,332700,857,120,1
CD,Y,353800,887,120,1
A,N,134000,1188,129,3
A,N,137301,1217,119,3
R3,N,1066400,4463,99,3
R3,Y,874900,4383,114,3
R3,N,890800,4187,123,2.5
R3,N,814100,3855,114,3
RC,N,150703,1543,114,3
RC,N,179214,1829,114,3
RC,N,348248,3562,114,3
RC,N,300729,3072,114,3
RC,N,181930,1861,114,3
RC,N,147988,1511,114,3
CD,Y,622100,1422,15,1
CD,Y,527031,1441,15,1
CD,Y,622100,1452,15,1
CD,Y,482300,1282,119,1
CD,Y,484600,1304,119,1
CD,Y,375200,903,119,1
R3,N,1042600,4786,119,2.5
R2,Y,877400,6923,120,2.5
R3,Y,988400,5906,114,3
C,N,527000,4852,89,1
C,N,553000,12304,74,2
RC,N,1217176,12440,109,3
RC,N,1217176,12440,109,3
R3,N,888432,4308,119,2.5
E,N,520000,4364,120,2.5
CD,Y,368400,1040,114,1
CD,Y,371600,1019,114,1
R4,N,735000,7380,99,3
R1,N,789800,5730,109,2
R3,N,956200,6636,114,3
A,N,433480,10717,79,4
A,N,266020,6576,99,2
R3,Y,1020800,4175,119,2.5
R4,N,635000,7481,120,2.5
CD,Y,349700,893,114,1
CD,Y,347400,878,114,1
CD,Y,355400,878,114,1
RC,N,493000,4845,74,3
EA,N,1350000,36300,64,3
R1,N,484300,3864,32,2
R1,N,438000,2771,32,2
R3,Y,939100,5250,114,3
R3,N,980980,5250,114,3
R3,N,1074400,5250,114,3
CD,Y,368000,1035,19,1
CD,Y,376300,1025,19,1
CD,Y,383900,1075,19,1
R3,Y,886800,4200,114,3
R3,Y,926000,4200,114,3
CD,Y,504500,1097,114,1
CD,Y,493500,1077,114,1
CD,Y,514600,1177,114,1
R3,N,961500,4200,114,3
CD,Y,385900,998,114,1
CD,Y,373800,1100,114,1
CD,Y,379300,1100,114,1
A,N,583000,16500,84,2.5
A,N,549000,6000,20,3
RC,N,6831710,32419,1,4
RC,N,6831710,32419,1,6
R3,Y,942900,5500,114,3
R3,Y,837500,4375,114,3
R3,Y,862400,4375,114,3
R3,N,1098960,4375,119,3
R3,Y,875000,4375,114,3
R3,Y,877600,4375,114,3
R3,N,967500,4375,114,3
R3,Y,935800,5250,114,3
R3,N,928600,5250,114,3
R3,N,1040600,5250,114,3
R3,N,900800,5250,2,3
R3,N,899600,5250,114,3
R1,Y,551000,5152,114,1.5
R1,Y,718400,5535,120,2
R1,Y,707000,10175,129,2.5
R1,N,498400,2817,129,2.5
R2,Y,1077900,7591,113,2.5
CD,Y,483300,1008,105,1
CD,Y,488400,1008,105,1
CD,Y,488200,1008,105,1
CD,Y,393400,1050,109,1
CD,Y,393400,1050,109,1
CD,N,393400,1050,109,1
R3,N,837800,4593,114,3
CD,Y,326900,878,114,1
CD,Y,331300,878,114,1
CD,Y,330200,870,114,1
CD,Y,349000,1004,109,1
CD,Y,351700,1004,109,1
CD,N,351700,1004,109,1
CD,Y,371100,946,114,1
CD,Y,383200,946,114,1
CD,Y,377700,946,114,1
CD,Y,593400,1339,10,3
CD,N,605200,1339,10,3
CD,Y,445100,1003,10,1
CD,N,445100,1003,10,1
CD,Y,445100,1003,10,1
CD,N,409300,1061,119,1
CD,Y,409300,1061,119,1
CD,Y,433600,1161,119,1
R4,N,853000,5301,74,3
R3,Y,828200,3168,91,3
R3,Y,973100,10554,139,2.5
R3,N,934500,3385,114,3
CD,Y,408500,1008,114,1
CD,N,396200,975,114,1
CD,Y,426300,1139,114,1
CD,Y,476800,1044,114,1
CD,Y,474900,1019,114,1
CD,Y,534700,1138,114,1
CD,Y,456700,1020,114,1
CD,Y,457000,1002,114,1
CD,Y,456900,1106,114,1
R2,Y,701700,5508,139,2.5
CD,Y,456900,1161,114,1
CD,Y,431700,1173,114,1
CD,Y,471500,1243,114,1
CD,Y,587600,1448,139,1
CD,Y,535800,1231,139,1
CD,Y,509000,1228,6,1
CD,Y,370100,825,89,1
CD,Y,370100,825,89,1
CD,N,372600,834,89,1
CD,Y,372600,834,89,1
CD,Y,372600,834,89,1
CD,Y,372600,834,89,1
CD,Y,422000,1223,139,1
CD,Y,440800,1112,139,1
CD,Y,408400,1108,139,1
R1,Y,682800,5842,129,2.5
R3,Y,949522,4667,114,3
R1,N,416300,4184,69,1
R1,Y,397500,4928,69,1
R1,Y,803800,14360,159,2
R1,Y,488500,4092,69,1
R1,Y,889700,6000,126,2.5
R1,Y,835500,8794,109,2.5
R1,Y,957300,6328,113,2.5
R1,Y,927100,6095,7,2
R1,Y,848200,8090,109,2.5
R4,N,687000,6655,120,2.5
R3,N,874400,4311,114,3
CD,Y,379700,1030,114,1
CD,Y,385000,1030,114,1
CD,Y,384200,1030,114,1
CD,N,444800,1243,114,1
CD,Y,507100,1297,114,1
CD,Y,453800,1283,114,1
CD,Y,423100,1024,105,1
CD,Y,454300,1024,105,1
CD,Y,454300,1024,105,1
CD,Y,349700,1019,114,1
CD,N,428100,1019,114,1
CD,Y,427900,1018,114,1
R1,Y,815300,5994,114,2.5
R1,Y,702300,5068,114,2.5
R3,Y,947900,5048,119,2
CD,N,961900,2457,122,2
CD,N,484400,1365,122,2
R1,Y,753500,4613,119,2.5
C,N,418500,5781,99,2.5
R3,Y,952100,5994,109,2.5
R1,Y,534100,6210,92,2
R1,Y,827700,9520,120,2.5
R2,N,737300,6192,129,2.5
R1,Y,744500,6144,129,2.5
R1,Y,892700,5442,121,2.5
R1,Y,1203700,5281,3,2
R2,Y,911400,5848,124,2.5
R2,Y,849500,5755,129,2.5
R2,Y,565500,3000,119,2
R1,Y,608700,2700,129,1.5
R1,Y,798000,5418,120,2
R1,Y,606900,5200,99,1.5
R1,Y,585500,6000,129,1.5
R1,Y,655200,5600,99,1.5
R1,Y,751600,5600,119,2
R1,Y,906500,13894,139,2.5
R1,Y,927600,6535,126,2
CD,N,488700,1686,109,2
CD,Y,673900,1641,109,2
CD,Y,661700,1732,109,3
R2,Y,655900,6355,114,2
R2,N,842900,5540,94,2
R1,Y,972700,6600,121,2
CD,Y,711300,1344,2,1
CD,Y,702200,1339,2,1
CD,Y,703200,1520,2,1
R2,N,672600,4340,119,2
CD,Y,450400,1347,119,1
CD,N,458100,2653,119,2
R2,Y,746200,6382,125,2.5
R1,Y,764800,6331,119,2.5
R1,Y,699600,6279,119,2
R1,Y,855100,6235,101,2
R1,N,713500,5420,118,2
R1,Y,800700,5787,119,2
R1,Y,682200,5500,134,2.5
CD,Y,388700,893,119,1
CD,Y,627500,1555,119,3
R2,N,657500,5542,99,2
R1,Y,1170400,5613,4,2
R1,Y,1024200,10163,169,2
R1,Y,728200,5947,119,2
R4,Y,937000,11646,120,2.5
R3,N,1194300,5364,119,2.5
CD,Y,989400,2031,2,3
CD,Y,1030000,2123,2,3
CD,Y,894200,1901,2,2
E,N,925500,10785,94,2.5
R4,N,687000,5033,109,2
R2,N,1274300,20485,133,2.5
R1,N,1712900,32448,134,2.5
R1,Y,816400,10783,129,2
CD,N,394100,1055,114,1
CD,Y,454900,1041,114,1
CD,Y,453800,1041,114,1
CD,Y,514600,1125,114,1
CD,Y,523000,1160,114,1
CD,Y,523700,1160,114,1
R3,Y,908100,5180,114,3
R3,Y,941400,5033,114,3
CD,Y,450700,1038,114,1
CD,N,447400,1020,114,1
CD,Y,467800,1054,114,1
R2,N,645000,3854,109,2
R3,Y,940700,4332,109,2.5
R2,Y,670800,4062,99,2
CD,Y,458100,1104,119,1
CD,Y,675700,2276,119,2
R1,Y,643900,6520,109,2.5
CD,N,421700,1511,79,1
CD,N,397000,1271,79,1
CD,N,349700,946,79,1
CD,Y,377200,1087,79,1
CD,Y,381600,1070,79,1
CD,Y,387100,1092,79,1
CD,Y,474900,1065,114,1
CD,Y,483200,1065,114,1
CD,Y,504400,1070,114,1
CD,Y,414300,1083,114,1
CD,Y,409600,1067,114,1
CD,Y,437900,1099,114,1
R3,N,1074300,9240,114,3
R3,Y,820500,8780,114,3
R1,Y,644200,5188,101,2
CD,Y,583500,1442,3,1
CD,Y,786400,2790,3,2
R2,Y,889300,8984,109,2.5
R1,Y,783600,6238,134,2.5
R1,Y,857100,12311,119,2
R2,Y,817000,9999,137,2
CD,Y,1161800,3445,2,3
CD,N,1598400,4833,2,1
CD,N,806900,2537,16,3
CD,Y,790100,2210,16,3
CD,Y,810400,2071,16,3
CD,Y,310600,1113,16,1
CD,N,820300,2263,16,2
CD,Y,814200,2483,16,3
CD,Y,310600,1247,16,3
CD,Y,796500,2195,16,2
CD,Y,769700,2181,16,2
CD,Y,802800,2200,16,3
CD,Y,836900,2181,16,3
CD,Y,806000,2075,16,3
E,N,713500,11254,109,3
R3,N,943600,4352,114,3
CD,N,369500,1043,114,1
CD,Y,445900,1067,114,1
CD,Y,380100,1067,114,1
R3,Y,1022700,5014,119,3
CD,Y,345400,699,109,1
CD,Y,427200,990,109,1
CD,N,363700,765,109,1
CD,Y,420900,917,109,1
CD,Y,284700,465,109,1
CD,Y,315500,623,109,1
CD,Y,255700,666,91,1
CD,N,383500,1011,91,1
CD,Y,474300,1508,91,2
CD,Y,395300,956,99,1
CD,Y,439900,2200,99,2
R2,Y,648300,3690,91,2
R2,Y,689600,4171,99,2
R2,Y,629500,4386,91,2
CD,Y,356700,1038,114,1
CD,N,458400,1014,114,1
CD,Y,462800,1056,114,1
R3,N,1216900,5846,91,3
R3,N,952300,5000,114,3
CD,Y,374900,1025,99,1
CD,N,386300,1015,99,1
CD,Y,387500,1020,99,1
CD,Y,414800,1012,114,1
CD,Y,437800,1014,114,1
CD,Y,414800,1020,114,1
R3,Y,1055900,4000,114,3
R3,Y,954200,4000,114,3
C,N,479000,1584,74,3
C,N,1618500,10344,16,3
RC,N,6058490,57415,119,2
C,N,1600500,12650,11,2
RC,N,228000,2415,109,2.5
RC,N,1139000,4900,74,3
R2,Y,441100,2030,119,2
RC,N,741000,3750,109,2
RC,N,3130000,10328,120,4
CD,Y,796700,1736,4,3
CD,Y,684600,1572,4,2
R1,Y,388100,1200,20,2.5
R3,N,838080,2540,119,3
CD,Y,536200,1248,21,2
CD,Y,474400,863,21,1
CD,Y,459200,861,21,1
R1,Y,470200,4027,139,2
CD,Y,558700,1264,119,2
CD,Y,685700,1579,119,2
R3,Y,723600,3585,119,2.5
R2,Y,564500,3060,119,2
CD,Y,450100,1291,31,3
CD,N,359700,1291,31,2
R3,Y,588700,3080,119,2.5
R1,Y,440000,3080,119,1.5
R2,Y,536600,3200,119,2
R1,Y,462600,3600,109,2
R1,Y,358900,2240,109,1.5
CD,N,284100,625,30,1
CD,N,362100,750,30,2
CD,N,283500,505,30,1
CD,Y,402700,865,30,1
CD,Y,388700,865,30,1
CD,Y,442400,865,30,1
CD,Y,473500,1300,30,2
CD,N,494500,1440,30,2
RC,N,276000,4800,119,2
R1,Y,488500,4817,109,2
R2,Y,628900,7065,119,2
R1,Y,771300,12960,109,2
R1,N,459000,3882,109,2
R1,Y,326600,3237,119,1.5
CD,Y,974200,4096,109,3
CD,Y,996400,3580,109,3
R1,Y,578500,2423,119,2.5
R1,Y,354000,2245,94,1.5
R3,Y,748372,3332,119,2
R3,Y,748372,3332,119,1.5
R1,N,440500,3301,69,2
CD,N,224800,512,120,1
CD,N,462300,1061,120,2
CD,Y,582300,1305,114,3
CD,Y,608300,1366,114,2
CD,Y,745500,1729,13,3
CD,Y,701400,1754,14,3
R2,Y,498600,5600,99,2
R2,Y,499200,2800,119,2
R1,Y,328800,2800,74,2
R1,Y,675200,3447,13,2.5
RC,N,2460000,5241,99,4
R1,N,542900,6445,184,2
C,N,974000,4358,89,2.5
C,N,575500,2391,120,2.5
C,N,120500,1129,79,1
C,N,744500,6411,79,1
C,N,612900,8400,64,1
I,N,767500,8400,54,1
RC,N,499000,3120,69,1
R3,N,802100,2480,2,2.5
RC,N,2196807,7350,2,4
RC,N,747000,7200,1,3
CD,Y,673300,1853,19,4
CD,Y,682300,1857,19,4
CD,Y,679800,1844,19,4
CD,Y,640500,1507,19,4
CD,Y,653300,1553,19,4
CD,N,648200,1483,19,4
R3,N,732000,2800,119,3
R2,Y,529000,4147,119,2
R3,N,615400,2800,119,3
R2,Y,405900,1787,109,2
C,N,137700,3584,69,1
C,N,176800,5310,120,3
E,N,47504100,217553,32,3
R2,Y,518400,2670,129,2
R3,N,651100,3070,134,2.5
R3,Y,693000,3770,129,2.5
RC,N,62382500,122172,3,6
RC,N,1794000,6168,99,3
RC,N,1794000,6168,99,3
R3,Y,685300,5890,129,2
R1,Y,633000,7412,124,2
CD,Y,267079,702,129,1
CD,Y,365444,1283,129,2
R2,N,506500,3000,124,2
R3,Y,522400,3480,129,2.5
R3,N,688200,2920,129,2.5
R3,N,656000,3160,129,2.5
CD,N,400000,1395,129,1
CD,Y,388300,1308,129,1
R2,Y,461900,2900,129,2
R3,N,688600,4392,129,3
CD,Y,360300,913,114,1
CD,N,363900,901,114,1
CD,N,359200,922,114,1
CD,N,621400,1370,9,2
CD,N,611700,1370,9,2
CD,N,611700,1370,9,2
E,N,1148200,93417,19,1
CD,N,248600,730,73,1
CD,N,284100,730,73,1
CD,N,248600,730,73,1
CD,Y,240700,730,73,1
CD,Y,248600,730,73,1
CD,N,240700,730,73,1
CD,Y,251400,730,73,1
CD,Y,243400,730,73,1
CD,N,243400,730,73,1
CD,N,243400,730,73,1
CD,Y,243400,730,73,1
CD,Y,243400,730,73,1
CD,Y,296700,730,73,1
CD,N,279900,730,73,1
CD,Y,243400,730,73,1
CD,N,292000,730,73,1
CD,N,243400,730,73,1
CD,N,248600,730,73,1
CD,N,282500,730,73,1
CD,Y,243400,730,73,1
CD,N,248600,730,73,1
CD,N,257000,730,73,1
CD,N,300300,730,73,1
CD,Y,243400,730,73,1
CD,N,270900,730,73,1
CD,Y,272500,730,73,1
CD,N,272500,730,73,1
CD,Y,272500,730,73,1
CD,Y,272500,730,73,1
CD,Y,272500,730,73,1
CD,N,272500,730,73,1
CD,N,244100,580,73,1
CD,Y,280700,771,73,1
CD,N,244100,580,73,1
CD,Y,286200,771,73,1
CD,N,244100,580,73,1
CD,Y,281000,745,73,1
CD,N,281000,745,73,1
CD,N,280900,745,73,1
CD,N,281000,745,73,1
CD,N,281000,745,73,1
CD,Y,281000,745,73,1
CD,N,240200,581,73,1
CD,N,283400,771,73,1
CD,Y,240200,581,73,1
CD,N,270000,771,73,1
CD,N,240200,581,73,1
CD,N,291600,771,73,1
CD,N,254100,730,73,1
CD,N,248900,730,73,1
CD,N,262100,730,73,1
CD,Y,277400,730,73,1
CD,Y,254100,730,73,1
CD,N,248900,730,73,1
CD,Y,278100,730,73,1
CD,N,278100,730,73,1
CD,N,272500,730,73,1
CD,N,278100,730,73,1
CD,Y,278100,730,73,1
CD,N,278100,730,73,1
CD,Y,278100,730,73,1
CD,Y,323900,730,73,1
CD,N,278100,730,73,1
CD,N,257700,730,74,1
CD,N,274000,730,73,1
CD,Y,283200,730,73,1
CD,Y,309600,898,73,1
CD,Y,256800,746,73,1
CD,N,269100,898,73,1
CD,Y,256800,746,73,1
CD,Y,269100,898,73,1
CD,Y,256800,746,73,1
CD,N,248300,726,73,1
CD,Y,248300,726,73,1
CD,N,248300,726,73,1
CD,N,248300,726,73,1
CD,N,245600,726,73,1
CD,N,248300,726,73,1
CD,Y,305100,900,73,1
CD,N,270400,919,73,1
CD,N,264600,900,73,1
CD,N,270400,919,73,1
CD,N,275600,900,73,1
CD,Y,270400,919,73,1
CD,Y,269100,898,73,1
CD,N,254000,746,73,1
CD,N,324600,898,73,1
